,RBP?,cluster,phase,meanLogFC,pvalue,p_adjust,Product Description,Input ID,Paralog count,Chromosome,Genomic Location (Gene),Genomic Location (Transcript)
C4B63_54g173,No,middle,21.6180069649218,0.256050889483737,0,0,conserved hypothetical protein,C4B63_54g173,0,Not Assigned,"PRFA01000054:27,098..27,706(-)",PRFA01000054:27098..27706(-)
C4B63_54g18,No,middle,28.8224892584635,1.18781367159902,0,0,serine palmitoyltransferase,C4B63_54g18,0,Not Assigned,"PRFA01000054:71,515..73,197(+)",PRFA01000054:71515..73197(+)
C4B63_54g23,No,middle,16.8946417425005,0.502450507833193,0,0,enoyl-CoA hydratase/isomerase family protein,C4B63_54g23,0,Not Assigned,"PRFA01000054:80,378..81,208(+)",PRFA01000054:80378..81208(+)
C4B63_54g24,No,middle,26.5285466701843,1.65012960986248,0,0,ATP-dependent DEAD/H RNA helicase,C4B63_54g24,0,Not Assigned,"PRFA01000054:81,623..82,843(+)",PRFA01000054:81623..82843(+)
C4B63_54g26,No,middle,23.8293233648427,0.733302812967985,0,0,conserved hypothetical protein,C4B63_54g26,0,Not Assigned,"PRFA01000054:88,117..89,841(+)",PRFA01000054:88117..89841(+)
C4B63_54g29,No,early,13.7976751237132,0.661187504915397,0,0,40S ribosomal protein S3A,C4B63_54g29,1,Not Assigned,"PRFA01000054:95,139..95,924(+)",PRFA01000054:95139..95924(+)
C4B63_54g30,No,early,14.1250675879777,0.564828639197991,0,0,40S ribosomal protein S3A,C4B63_54g30,1,Not Assigned,"PRFA01000054:96,216..97,001(+)",PRFA01000054:96216..97001(+)
C4B63_54g31,No,middle,24.9007499111988,0.234892257220673,0,0,conserved hypothetical protein,C4B63_54g31,0,Not Assigned,"PRFA01000054:97,309..98,811(+)",PRFA01000054:97309..98811(+)
C4B63_54g49,No,early,13.5975914231686,0.681436233149478,0,0,60S ribosomal protein L18a,C4B63_54g49,2,Not Assigned,"PRFA01000054:125,891..126,475(+)",PRFA01000054:125891..126475(+)
C4B63_54g54,No,middle,20.0997097824848,0.575073157101104,0,0,Small subunit processome component 20 homolog,C4B63_54g54,1,Not Assigned,"PRFA01000054:139,577..149,635(+)",PRFA01000054:139577..149635(+)
C4B63_54g64,No,middle,22.4942239154364,0.331267559292805,0,0,"AMP-activated protein kinase, gamma regulatory subunit",C4B63_54g64,1,Not Assigned,"PRFA01000054:168,834..169,430(+)",PRFA01000054:168834..169430(+)
C4B63_54g69,No,late,38.6041511340993,2.23666143783907,0,0,aspartate aminotransferase,C4B63_54g69,1,Not Assigned,"PRFA01000054:177,600..178,814(+)",PRFA01000054:177600..178814(+)
C4B63_54g7,No,early,14.2019201960843,0.72341852715148,0,0,conserved hypothetical protein,C4B63_54g7,1,Not Assigned,"PRFA01000054:46,353..50,219(+)",PRFA01000054:46353..50219(+)
C4B63_54g87c,No,middle,16.8747273375595,0.381137092831435,0,0,60S ribosomal protein L30,C4B63_54g87c,1,Not Assigned,"PRFA01000054:58,013..58,330(+)",PRFA01000054:58013..58330(+)
C4B63_54g906c,No,middle,18.7462433201182,0.318580891188246,0,0,conserved hypothetical protein,C4B63_54g906c,0,Not Assigned,"PRFA01000054:29,686..30,048(-)",PRFA01000054:29686..30048(-)
C4B63_551g3,No,early,14.4751382360437,0.325711177369785,0,0,retrotransposon hot spot (RHS) protein,C4B63_551g3,704,Not Assigned,"PRFA01000551:1,444..2,070(-)",PRFA01000551:1444..2070(-)
C4B63_55g246c,No,middle,22.2737362524389,0.316355970686088,0,0,conserved hypothetical protein,C4B63_55g246c,0,Not Assigned,"PRFA01000055:154,687..155,070(+)",PRFA01000055:154687..155070(+)
C4B63_55g287c,No,middle,21.3496535460182,0.579640766197307,0,0,cytochrome c,C4B63_55g287c,0,Not Assigned,"PRFA01000055:181,332..181,676(+)",PRFA01000055:181332..181676(+)
C4B63_55g357c,No,middle,19.6412845415795,0.247352222691459,0,0,ribosomal protein L39,C4B63_55g357c,1,Not Assigned,"PRFA01000055:226,375..226,530(+)",PRFA01000055:226375..226530(+)
C4B63_55g67,No,middle,21.4137679687822,0.364952267383058,0,0,DNA-directed rna polymerase I largest subunit,C4B63_55g67,0,Not Assigned,"PRFA01000055:159,044..164,446(+)",PRFA01000055:159044..164446(+)
C4B63_56g77,No,middle,21.7078985406141,0.142384592236588,0,0,kinesin,C4B63_56g77,0,Not Assigned,"PRFA01000056:178,801..181,749(+)",PRFA01000056:178801..181749(+)
C4B63_56g88,No,late,37.7151413388444,1.00254978460522,0,0,Zinc finger C2HC domain-containing protein 1C,C4B63_56g88,0,Not Assigned,"PRFA01000056:203,564..205,345(+)",PRFA01000056:203564..205345(+)
C4B63_57g109,No,early,13.1260550439878,0.645004233207278,0,0,Cilia- and flagella-associated protein 65,C4B63_57g109,0,Not Assigned,"PRFA01000057:64,968..70,277(-)",PRFA01000057:64968..70277(-)
C4B63_57g122,No,early,15.5474088184979,0.550477310019664,0,0,conserved hypothetical protein,C4B63_57g122,0,Not Assigned,"PRFA01000057:29,861..30,601(-)",PRFA01000057:29861..30601(-)
C4B63_57g123,No,early,13.9746533173437,0.434404247481403,0,0,Tetratricopeptide (TPR) repeats,C4B63_57g123,0,Not Assigned,"PRFA01000057:25,629..28,169(-)",PRFA01000057:25629..28169(-)
C4B63_57g129,No,early,14.3077701569917,0.548620672667701,0,0,conserved hypothetical protein,C4B63_57g129,2,Not Assigned,"PRFA01000057:10,900..12,702(-)",PRFA01000057:10900..12702(-)
C4B63_57g69,No,late,41.8328325977011,1.63848829797272,0,0,"metallo-peptidase, Clan MA(E) Family M41",C4B63_57g69,1,Not Assigned,"PRFA01000057:150,459..152,432(-)",PRFA01000057:150459..152432(-)
C4B63_57g75,No,early,13.4319474772074,0.729568513302,0,0,dihydrolipoamide acetyltransferase precursor,C4B63_57g75,0,Not Assigned,"PRFA01000057:136,363..137,778(-)",PRFA01000057:136363..137778(-)
C4B63_57g87,No,early,12.2290688918632,0.640979609025257,0,0,chromatin binding protein,C4B63_57g87,1,Not Assigned,"PRFA01000057:112,157..112,819(-)",PRFA01000057:112157..112819(-)
C4B63_57g97,No,middle,16.0795994543599,0.274454053180302,0,0,conserved hypothetical protein,C4B63_57g97,0,Not Assigned,"PRFA01000057:95,770..96,192(-)",PRFA01000057:95770..96192(-)
C4B63_57g98,No,middle,17.9286877415973,0.610483071397451,0,0,succinyl-CoA ligase,C4B63_57g98,0,Not Assigned,"PRFA01000057:93,480..94,736(-)",PRFA01000057:93480..94736(-)
C4B63_58g117,No,middle,25.6031232435192,1.19158240619218,0,0,Cilia- and flagella-associated protein 20,C4B63_58g117,0,Not Assigned,"PRFA01000058:186,580..187,374(+)",PRFA01000058:186580..187374(+)
C4B63_58g125,No,middle,24.1800994561125,0.416118327400389,0,0,conserved hypothetical protein,C4B63_58g125,0,Not Assigned,"PRFA01000058:198,834..199,733(+)",PRFA01000058:198834..199733(+)
C4B63_58g126,No,middle,28.3180035851854,1.57707627074691,0,0,ubiquitin-conjugating enzyme variant Kua homologue,C4B63_58g126,0,Not Assigned,"PRFA01000058:201,585..202,397(+)",PRFA01000058:201585..202397(+)
C4B63_58g135,No,middle,26.689436664482,0.655808900630123,0,0,heat shock protein DNAJ,C4B63_58g135,2,Not Assigned,"PRFA01000058:215,698..216,963(+)",PRFA01000058:215698..216963(+)
C4B63_58g142,No,middle,26.4846392417744,0.252469133215917,0,0,dihydrolipoamide acetyltransferase precursor(fragment),C4B63_58g142,0,Not Assigned,"PRFA01000058:226,612..227,421(+)",PRFA01000058:226612..227421(+)
C4B63_58g143,Yes,middle,21.1814497471547,0.242897043016761,0,0,Lupus La protein homolog,C4B63_58g143,0,Not Assigned,"PRFA01000058:228,033..229,034(+)",PRFA01000058:228033..229034(+)
C4B63_58g220,No,middle,26.3116235682905,0.85385096313253,0,0,retrotransposon hot spot protein (RHS),C4B63_58g220,704,Not Assigned,"PRFA01000058:45,642..46,103(-)",PRFA01000058:45642..46103(-)
C4B63_58g38,No,early,15.1681466159109,1.02444239197804,0,0,conserved hypothetical protein,C4B63_58g38,0,Not Assigned,"PRFA01000058:56,436..57,140(+)",PRFA01000058:56436..57140(+)
C4B63_58g50,No,middle,18.8183592335729,0.563054549616602,0,0,DNA topoisomerase IA,C4B63_58g50,0,Not Assigned,"PRFA01000058:75,089..77,551(+)",PRFA01000058:75089..77551(+)
C4B63_58g70,No,early,14.4022940558631,0.761217757290413,0,0,hexokinase,C4B63_58g70,0,Not Assigned,"PRFA01000058:110,888..112,303(+)",PRFA01000058:110888..112303(+)
C4B63_58g85,No,early,13.885559512948,0.446488108174694,0,0,elongation factor 1-alpha,C4B63_58g85,24,Not Assigned,"PRFA01000058:133,448..134,797(+)",PRFA01000058:133448..134797(+)
C4B63_59g114,No,middle,16.5606544555475,0.479152142483653,0,0,conserved hypothetical protein,C4B63_59g114,0,Not Assigned,"PRFA01000059:169,987..171,099(+)",PRFA01000059:169987..171099(+)
C4B63_59g115,No,middle,23.5309630714719,0.587753610554979,0,0,stress-inducible protein STI1-like(fragment),C4B63_59g115,0,Not Assigned,"PRFA01000059:171,513..173,183(+)",PRFA01000059:171513..173183(+)
C4B63_60g133,No,middle,19.3236693471857,0.559593961899442,0,0,protein tyrosine phosphatase-like protein,C4B63_60g133,2,Not Assigned,"PRFA01000060:125,917..126,459(-)",PRFA01000060:125917..126459(-)
C4B63_60g164,No,middle,18.0132059494023,0.524401233841907,0,0,Protein Associated with Differentiation,C4B63_60g164,4,Not Assigned,"PRFA01000060:77,959..78,942(-)",PRFA01000060:77959..78942(-)
C4B63_61g107,No,middle,25.4591499148178,0.82448694543199,0,0,conserved hypothetical protein,C4B63_61g107,0,Not Assigned,"PRFA01000061:113,989..116,916(-)",PRFA01000061:113989..116916(-)
C4B63_61g127,No,middle,22.4024444603359,0.633511056241461,0,0,histone H2A variant Z,C4B63_61g127,0,Not Assigned,"PRFA01000061:68,144..68,680(-)",PRFA01000061:68144..68680(-)
C4B63_61g136,No,middle,23.4188872357483,0.67993291923267,0,0,ER membrane protein complex subunit 2,C4B63_61g136,0,Not Assigned,"PRFA01000061:43,208..44,155(-)",PRFA01000061:43208..44155(-)
C4B63_61g73,No,middle,19.2741928918612,0.561455505881859,0,0,Acyl-CoA-binding domain-containing protein 5,C4B63_61g73,1,Not Assigned,"PRFA01000061:174,710..175,003(-)",PRFA01000061:174710..175003(-)
C4B63_63g101,No,middle,16.6116229406863,0.471124245847875,0,0,Phosphatidylinositol 3-kinase tor1,C4B63_63g101,1,Not Assigned,"PRFA01000063:202,479..209,777(+)",PRFA01000063:202479..209777(+)
C4B63_63g14,Yes,middle,16.3018727452509,0.334898566718499,0,0,RNA editing complex protein MP63,C4B63_63g14,0,Not Assigned,"PRFA01000063:39,109..40,698(+)",PRFA01000063:39109..40698(+)
C4B63_63g16,No,middle,17.3874310411489,0.523015459382346,0,0,chaperonin alpha subunit,C4B63_63g16,0,Not Assigned,"PRFA01000063:42,223..43,836(+)",PRFA01000063:42223..43836(+)
C4B63_63g282c,No,early,14.136048368412,0.416720205346123,0,0,40S ribosomal protein S12,C4B63_63g282c,1,Not Assigned,"PRFA01000063:210,230..210,658(+)",PRFA01000063:210230..210658(+)
C4B63_63g31,No,middle,28.5747762794903,0.812438951646406,0,0,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,C4B63_63g31,0,Not Assigned,"PRFA01000063:68,185..68,955(+)",PRFA01000063:68185..68955(+)
C4B63_63g33,No,middle,16.8338842269249,0.733516583756579,0,0,ATP synthase OSCP delta subunit-like protein,C4B63_63g33,0,Not Assigned,"PRFA01000063:73,819..74,586(+)",PRFA01000063:73819..74586(+)
C4B63_63g35,No,middle,16.5778464226048,0.846769133642481,0,0,histidine ammonia-lyase,C4B63_63g35,0,Not Assigned,"PRFA01000063:75,213..76,817(+)",PRFA01000063:75213..76817(+)
C4B63_63g46,No,middle,20.2873198445922,0.20567113703777,0,0,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",C4B63_63g46,0,Not Assigned,"PRFA01000063:95,413..97,077(+)",PRFA01000063:95413..97077(+)
C4B63_63g53,No,middle,28.6494078564968,0.306409270938898,0,0,conserved hypothetical protein,C4B63_63g53,0,Not Assigned,"PRFA01000063:110,683..111,393(+)",PRFA01000063:110683..111393(+)
C4B63_63g86,No,middle,20.7884271436767,0.757526552217661,0,0,ATP-binding cassette protein subfamily G,C4B63_63g86,6,Not Assigned,"PRFA01000063:162,488..164,485(+)",PRFA01000063:162488..164485(+)
C4B63_64g436c,No,late,34.3031221779021,1.54785312166361,0,0,conserved hypothetical protein,C4B63_64g436c,1,Not Assigned,"PRFA01000064:221,739..222,050(+)",PRFA01000064:221739..222050(+)
C4B63_68g137,No,late,30.188246441655,0.772347384736844,0,0,retrotransposon hot spot (RHS) protein,C4B63_68g137,704,Not Assigned,"PRFA01000068:2,054..3,940(-)",PRFA01000068:2054..3940(-)
C4B63_69g23,No,middle,22.6265850408735,0.201408475558263,0,0,conserved hypothetical protein,C4B63_69g23,0,Not Assigned,"PRFA01000069:48,580..49,038(+)",PRFA01000069:48580..49038(+)
C4B63_69g72,No,early,15.2343919913494,0.458299416152606,0,0,conserved hypothetical protein,C4B63_69g72,1,Not Assigned,"PRFA01000069:168,396..168,959(+)",PRFA01000069:168396..168959(+)
C4B63_69g73,No,middle,17.9107936763993,0.634908601741252,0,0,fatty acid desaturase,C4B63_69g73,1,Not Assigned,"PRFA01000069:169,563..170,606(+)",PRFA01000069:169563..170606(+)
C4B63_6g104,No,middle,22.047474393483,0.602114024500294,0,0,mitochondrial RNA binding protein,C4B63_6g104,0,Not Assigned,"PRFA01000006:311,805..312,233(+)",PRFA01000006:311805..312233(+)
C4B63_6g113,No,middle,17.2530460024452,0.583674821818386,0,0,ribonucleoside-diphosphate reductase large chain,C4B63_6g113,0,Not Assigned,"PRFA01000006:325,971..328,361(+)",PRFA01000006:325971..328361(+)
C4B63_6g118,No,middle,23.451924838963,0.422143740774226,0,0,Mitochondrial import receptor subunit ATOM46,C4B63_6g118,0,Not Assigned,"PRFA01000006:337,564..338,802(+)",PRFA01000006:337564..338802(+)
C4B63_6g132,No,early,13.7968976663065,0.713017094902363,0,0,heat shock protein 70 (hsp70),C4B63_6g132,33,Not Assigned,"PRFA01000006:363,344..365,299(+)",PRFA01000006:363344..365299(+)
C4B63_6g138,No,middle,21.5968086475144,0.852214510162943,0,0,conserved hypothetical protein,C4B63_6g138,0,Not Assigned,"PRFA01000006:377,494..378,687(+)",PRFA01000006:377494..378687(+)
C4B63_6g149,Yes,middle,21.3668796379781,0.77790266780984,0,0,zinc-finger protein family member,C4B63_6g149,1,Not Assigned,"PRFA01000006:399,020..399,649(+)",PRFA01000006:399020..399649(+)
C4B63_6g218,No,late,30.5245821788882,1.11226725926631,0,0,cyclin dependent kinase-binding protein,C4B63_6g218,0,Not Assigned,"PRFA01000006:630,428..632,080(+)",PRFA01000006:630428..632080(+)
C4B63_6g220,No,middle,23.1874254219157,0.409919792295389,0,0,glycosomal membrane protein,C4B63_6g220,0,Not Assigned,"PRFA01000006:635,052..635,708(+)",PRFA01000006:635052..635708(+)
C4B63_6g2366c,No,middle,18.1620248767098,0.741487836745984,0,0,UPF0382 membrane protein HI 1073,C4B63_6g2366c,0,Not Assigned,"PRFA01000006:191,487..191,876(-)",PRFA01000006:191487..191876(-)
C4B63_6g2375c,No,early,14.1189132499164,0.8386513071831,0,0,40S ribosomal protein S14,C4B63_6g2375c,1,Not Assigned,"PRFA01000006:188,384..188,818(-)",PRFA01000006:188384..188818(-)
C4B63_6g256,No,middle,18.9467970793049,0.378302917442148,0,0,"2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase",C4B63_6g256,1,Not Assigned,"PRFA01000006:706,937..707,785(+)",PRFA01000006:706937..707785(+)
C4B63_6g274,No,early,13.1153029444552,0.61693686814144,0,0,conserved hypothetical protein,C4B63_6g274,1,Not Assigned,"PRFA01000006:746,287..749,667(+)",PRFA01000006:746287..749667(+)
C4B63_6g309,No,early,13.6668744734866,0.587226906326743,0,0,heat shock protein 70 (hsp70),C4B63_6g309,33,Not Assigned,"PRFA01000006:808,356..808,979(-)",PRFA01000006:808356..808979(-)
C4B63_6g311,No,early,11.8513695931034,0.92794108652581,0,0,heat shock protein 70 (hsp70)(fragment),C4B63_6g311,33,Not Assigned,"PRFA01000006:806,300..806,983(-)",PRFA01000006:806300..806983(-)
C4B63_6g412,No,middle,20.6884019041227,0.680886866497597,0,0,conserved hypothetical protein,C4B63_6g412,0,Not Assigned,"PRFA01000006:514,798..515,376(-)",PRFA01000006:514798..515376(-)
C4B63_6g421,No,middle,20.7999590820523,0.476217288819955,0,0,proteasome regulatory non-ATPase subunit 2,C4B63_6g421,0,Not Assigned,"PRFA01000006:490,306..493,191(-)",PRFA01000006:490306..493191(-)
C4B63_6g449,No,early,12.9271078727833,0.590941376000211,0,0,retrotransposon hot spot protein (RHS),C4B63_6g449,704,Not Assigned,"PRFA01000006:443,384..444,886(-)",PRFA01000006:443384..444886(-)
C4B63_6g487,No,early,14.785739569892,0.345655233033494,0,0,conserved hypothetical protein,C4B63_6g487,0,Not Assigned,"PRFA01000006:294,741..296,036(-)",PRFA01000006:294741..296036(-)
C4B63_6g503,No,middle,21.3116588090807,0.787146686404744,0,0,dynein heavy chain,C4B63_6g503,33,Not Assigned,"PRFA01000006:258,718..263,484(-)",PRFA01000006:258718..263484(-)
C4B63_6g506,No,middle,22.1175643403705,0.271808412308926,0,0,conserved hypothetical protein,C4B63_6g506,0,Not Assigned,"PRFA01000006:252,260..253,093(-)",PRFA01000006:252260..253093(-)
C4B63_6g507,No,middle,21.5184954392822,0.22936393238007,0,0,DNA repair protein RAD51,C4B63_6g507,1,Not Assigned,"PRFA01000006:249,654..250,769(-)",PRFA01000006:249654..250769(-)
C4B63_6g508,No,middle,19.5024300709978,0.368057709336277,0,0,RAD50 DNA repair protein,C4B63_6g508,0,Not Assigned,"PRFA01000006:244,018..248,046(-)",PRFA01000006:244018..248046(-)
C4B63_6g514,No,middle,19.0458039179948,0.409162781162479,0,0,carbonic anhydrase-like protein,C4B63_6g514,0,Not Assigned,"PRFA01000006:233,047..234,081(-)",PRFA01000006:233047..234081(-)
C4B63_6g532,No,early,15.0806888458699,0.634729177283612,0,0,Putative trans-acting enoyl reductase MT2525,C4B63_6g532,1,Not Assigned,"PRFA01000006:199,126..200,316(-)",PRFA01000006:199126..200316(-)
C4B63_6g537,No,middle,23.3637163131195,1.00177098661656,0,0,P27 protein,C4B63_6g537,0,Not Assigned,"PRFA01000006:186,604..187,329(-)",PRFA01000006:186604..187329(-)
C4B63_6g539,No,late,38.7880501424417,0.758657197344858,0,0,conserved hypothetical protein,C4B63_6g539,0,Not Assigned,"PRFA01000006:181,731..182,633(-)",PRFA01000006:181731..182633(-)
C4B63_6g542,No,early,12.6545895883277,0.809905906238767,0,0,conserved hypothetical protein,C4B63_6g542,0,Not Assigned,"PRFA01000006:175,052..176,740(-)",PRFA01000006:175052..176740(-)
C4B63_6g564,No,early,15.7640148989133,0.464929363215115,0,0,oligopeptidase B-like protein,C4B63_6g564,1,Not Assigned,"PRFA01000006:137,914..140,625(-)",PRFA01000006:137914..140625(-)
C4B63_70g102,No,middle,26.440980641107,0.29191478030833,0,0,tubulin-tyrosine ligase-like protein,C4B63_70g102,0,Not Assigned,"PRFA01000070:86,013..88,907(-)",PRFA01000070:86013..88907(-)
C4B63_70g104,No,middle,22.5275572926095,0.30669125965341,0,0,Ribosome biogenesis protein BOP1 homolog,C4B63_70g104,0,Not Assigned,"PRFA01000070:81,320..83,710(-)",PRFA01000070:81320..83710(-)
C4B63_70g112,Yes,early,15.0258219514619,0.316836445831739,0,0,"pumilio-repeat, RNA-binding protein(fragment)",C4B63_70g112,1,Not Assigned,"PRFA01000070:66,670..67,461(-)",PRFA01000070:66670..67461(-)
C4B63_70g116,No,middle,17.8834866255111,0.93243263185008,0,0,amino acid permease/transporter,C4B63_70g116,0,Not Assigned,"PRFA01000070:56,010..57,518(-)",PRFA01000070:56010..57518(-)
C4B63_70g572c,No,middle,20.9985102459259,0.329015217058147,0,0,cytochrome b5,C4B63_70g572c,2,Not Assigned,"PRFA01000070:40,421..40,822(-)",PRFA01000070:40421..40822(-)
C4B63_70g78,No,middle,25.0478505698827,0.285272537768428,0,0,PA domain containing protein,C4B63_70g78,0,Not Assigned,"PRFA01000070:138,982..139,467(-)",PRFA01000070:138982..139467(-)
C4B63_70g80,No,middle,25.2155254590986,0.716590473515177,0,0,proteasome alpha 7 subunit,C4B63_70g80,0,Not Assigned,"PRFA01000070:135,285..136,028(-)",PRFA01000070:135285..136028(-)
C4B63_70g94,No,middle,19.2391292399689,0.786168077977214,0,0,PIF1 helicase-like protein,C4B63_70g94,0,Not Assigned,"PRFA01000070:102,059..104,860(-)",PRFA01000070:102059..104860(-)
C4B63_70g95,No,middle,25.9652022574432,1.8559317046697,0,0,14-3-3 protein 2,C4B63_70g95,1,Not Assigned,"PRFA01000070:99,934..100,692(-)",PRFA01000070:99934..100692(-)
C4B63_70g99,No,middle,28.7992366629502,0.260640608975895,0,0,conserved hypothetical protein,C4B63_70g99,0,Not Assigned,"PRFA01000070:94,886..96,526(-)",PRFA01000070:94886..96526(-)
C4B63_72g84,No,late,39.6452442848471,1.14777681401974,0,0,conserved hypothetical protein,C4B63_72g84,1,Not Assigned,"PRFA01000072:78,480..79,712(-)",PRFA01000072:78480..79712(-)
C4B63_72g97,No,late,31.4133657143013,1.22859144198955,0,0,conserved hypothetical protein,C4B63_72g97,0,Not Assigned,"PRFA01000072:57,779..58,684(-)",PRFA01000072:57779..58684(-)
C4B63_75g113,No,early,14.9643527782089,0.391628641241752,0,0,retrotransposon hot spot protein (RHS),C4B63_75g113,704,Not Assigned,"PRFA01000075:4,101..4,553(-)",PRFA01000075:4101..4553(-)
C4B63_75g47,No,early,12.9048886767715,0.560805564113164,0,0,60S ribosomal protein L5,C4B63_75g47,3,Not Assigned,"PRFA01000075:154,819..155,748(-)",PRFA01000075:154819..155748(-)
C4B63_75g48,No,early,12.8315338548066,0.553769528634579,0,0,60S ribosomal protein L5,C4B63_75g48,3,Not Assigned,"PRFA01000075:153,612..154,541(-)",PRFA01000075:153612..154541(-)
C4B63_75g56,No,middle,20.1625463132653,0.767988457257911,0,0,CHAT domain containing protein,C4B63_75g56,0,Not Assigned,"PRFA01000075:140,021..144,067(-)",PRFA01000075:140021..144067(-)
C4B63_75g59,No,early,13.2450259754538,0.581242057190713,0,0,40S ribosomal protein S6,C4B63_75g59,0,Not Assigned,"PRFA01000075:132,352..133,104(-)",PRFA01000075:132352..133104(-)
C4B63_75g66,No,early,14.0539890543444,0.580125922232224,0,0,Variant SH3 domain containing protein,C4B63_75g66,0,Not Assigned,"PRFA01000075:117,248..118,105(-)",PRFA01000075:117248..118105(-)
C4B63_75g99,No,middle,20.6214570020238,0.214705518337803,0,0,retrotransposon hot spot (RHS) protein,C4B63_75g99,704,Not Assigned,"PRFA01000075:43,245..44,354(-)",PRFA01000075:43245..44354(-)
C4B63_76g137,No,middle,18.513469981582,0.326056985530332,0,0,conserved hypothetical protein,C4B63_76g137,1,Not Assigned,"PRFA01000076:10,510..11,514(-)",PRFA01000076:10510..11514(-)
C4B63_76g22,No,late,38.1277041028478,1.07376648282855,0,0,cytoskeleton associated protein,C4B63_76g22,1,Not Assigned,"PRFA01000076:50,688..51,803(+)",PRFA01000076:50688..51803(+)
C4B63_76g32,No,early,15.60155989674,0.53481239357361,0,0,"guide RNA associated protein, GAP2",C4B63_76g32,0,Not Assigned,"PRFA01000076:75,313..76,731(+)",PRFA01000076:75313..76731(+)
C4B63_76g37,No,middle,26.1898378586926,0.200554412039242,0,0,proteasome regulatory ATPase subunit 5,C4B63_76g37,0,Not Assigned,"PRFA01000076:83,665..84,987(+)",PRFA01000076:83665..84987(+)
C4B63_76g58,No,middle,17.8936112424623,0.503199142778056,0,0,Tripartite attachment complex protein 102,C4B63_76g58,1,Not Assigned,"PRFA01000076:119,122..119,748(+)",PRFA01000076:119122..119748(+)
C4B63_76g59,No,middle,22.9300622892363,0.236178965695156,0,0,40S ribosomal protein S15,C4B63_76g59,2,Not Assigned,"PRFA01000076:143,172..143,630(+)",PRFA01000076:143172..143630(+)
C4B63_78g20,No,early,14.1924388214793,0.870536556169806,0,0,nucleolar RNA-binding protein,C4B63_78g20,0,Not Assigned,"PRFA01000078:41,070..41,612(+)",PRFA01000078:41070..41612(+)
C4B63_78g25,No,middle,16.3489932078857,0.717199467364068,0,0,nucleolar RNA-binding protein,C4B63_78g25,0,Not Assigned,"PRFA01000078:45,090..46,250(+)",PRFA01000078:45090..46250(+)
C4B63_78g26,No,middle,26.3665161630661,1.6554521821951,0,0,MIP18 family protein,C4B63_78g26,0,Not Assigned,"PRFA01000078:46,799..47,284(+)",PRFA01000078:46799..47284(+)
C4B63_78g46,No,middle,18.2001602501814,0.620225971499845,0,0,peptide methionine sulfoxide reductase,C4B63_78g46,0,Not Assigned,"PRFA01000078:91,173..91,706(+)",PRFA01000078:91173..91706(+)
C4B63_78g85c,No,late,29.1022682152536,0.957604704334317,0,0,peptidyl-prolyl cis-trans isomerase,C4B63_78g85c,1,Not Assigned,"PRFA01000078:61,094..61,447(+)",PRFA01000078:61094..61447(+)
C4B63_79g1,No,middle,18.1162744113978,0.460764593814567,0,0,R27-2 protein,C4B63_79g1,0,Not Assigned,"PRFA01000079:3,729..4,931(+)",PRFA01000079:3729..4931(+)
C4B63_79g21,No,middle,19.6636881510094,0.517135026356612,0,0,ABC transporter,C4B63_79g21,0,Not Assigned,"PRFA01000079:65,945..67,888(+)",PRFA01000079:65945..67888(+)
C4B63_79g28,No,middle,20.2744409611477,0.289873700486049,0,0,proteasome regulatory non-ATP-ase subunit 5,C4B63_79g28,1,Not Assigned,"PRFA01000079:82,534..83,271(+)",PRFA01000079:82534..83271(+)
C4B63_79g36,No,middle,27.7158005808372,1.11779944137021,0,0,CCR4-NOT transcription complex subunit 1,C4B63_79g36,1,Not Assigned,"PRFA01000079:94,614..101,699(+)",PRFA01000079:94614..101699(+)
C4B63_79g39,No,middle,28.904254091796,2.55454563518591,0,0,conserved hypothetical protein,C4B63_79g39,0,Not Assigned,"PRFA01000079:106,520..110,188(+)",PRFA01000079:106520..110188(+)
C4B63_7g103,No,middle,20.1695881363609,0.410123165893197,0,0,conserved hypothetical protein,C4B63_7g103,0,Not Assigned,"PRFA01000007:641,985..642,458(+)",PRFA01000007:641985..642458(+)
C4B63_7g1173c,No,middle,27.8690986324909,0.197135962345622,0,0,ubiquitin,C4B63_7g1173c,0,Not Assigned,"PRFA01000007:643,578..643,814(+)",PRFA01000007:643578..643814(+)
C4B63_7g134,No,late,33.1819186464736,0.574522970158141,0,0,conserved hypothetical protein,C4B63_7g134,0,Not Assigned,"PRFA01000007:698,958..701,075(+)",PRFA01000007:698958..701075(+)
C4B63_7g135,No,late,34.1630766854216,0.885604016388059,0,0,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",C4B63_7g135,0,Not Assigned,"PRFA01000007:703,033..704,319(+)",PRFA01000007:703033..704319(+)
C4B63_7g143,No,late,33.8406534074675,1.32957416196956,0,0,Tubulin polymerization-promoting protein family member 2,C4B63_7g143,0,Not Assigned,"PRFA01000007:718,018..718,476(+)",PRFA01000007:718018..718476(+)
C4B63_7g147,No,late,37.6170372705887,0.656185292445009,0,0,Tetratricopeptide repeat protein 39C,C4B63_7g147,0,Not Assigned,"PRFA01000007:725,784..727,814(+)",PRFA01000007:725784..727814(+)
